,bricolage,chambre,diamant,décoration,facile,haute,lampe,led,lumière,maison,matériel,mur,noël,pc,peinture,plaît,produit,qualité,résine,toile,category_code
1320,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2060
1321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1322,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,2060
1323,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2060
1324,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
1325,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2060
1326,0,0,0,0,3,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,2060
1327,0,3,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,2060
1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1329,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2060
1330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2060
1331,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2060
1332,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2060
1333,0,0,0,0,1,0,3,4,7,0,0,3,0,0,0,0,0,0,0,0,2060
1334,2,2,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,2060
1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1337,5,1,11,4,1,1,0,0,2,0,1,0,0,0,8,1,1,2,5,4,2060
1338,0,0,0,4,0,1,0,0,0,2,0,0,6,0,0,0,0,1,0,0,2060
1339,0,6,0,1,2,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,2060
1340,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2060
1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1342,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2060
1343,0,1,0,3,0,0,6,2,0,0,1,0,0,0,0,2,1,0,0,0,2060
1344,0,1,0,0,1,0,0,0,5,0,1,0,1,0,0,0,1,0,0,0,2060
1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1346,1,3,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,2060
1347,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2060
1348,0,0,0,0,0,3,3,1,2,1,0,0,0,0,0,0,0,2,0,0,2060
1349,1,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,4,0,0,2060
1350,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2060
1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1352,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2060
1353,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2060
1354,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2060
1355,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2060
1356,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2060
1357,0,4,0,2,1,0,0,0,1,1,1,0,0,0,7,3,2,0,0,1,2060
1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1360,0,3,0,1,0,1,0,4,2,0,0,0,1,1,0,0,1,0,0,0,2060
1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1362,2,0,0,2,0,1,0,0,0,0,0,0,4,0,0,1,0,1,0,0,2060
1363,0,0,0,4,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,2060
1364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2060
1365,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2060
1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1367,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2060
1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1372,0,2,0,1,0,0,3,1,8,0,1,0,0,0,0,0,0,0,0,0,2060
1373,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
1374,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2060
1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1376,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2060
1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2060
1379,0,1,0,1,0,0,0,5,4,1,0,0,3,0,0,0,0,0,0,0,2060
1380,1,0,0,0,1,0,3,7,5,0,0,0,0,0,0,4,0,0,0,0,2060
1381,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
1382,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2060
1383,0,0,0,2,0,0,0,2,6,0,1,2,0,0,0,0,0,0,0,0,2060
1384,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,2060
1385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2060
1386,0,0,0,0,0,1,1,3,11,0,0,0,0,0,0,0,0,1,0,0,2060
1387,0,3,0,0,0,0,2,3,3,0,0,0,0,1,0,0,1,0,0,0,2060
1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1389,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2060
1390,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2060
1391,0,0,0,5,0,1,0,0,0,3,1,0,5,2,0,0,0,1,0,0,2060
1392,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2060
1393,2,0,0,3,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2060
1394,0,3,0,3,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2060
1395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2060
1396,0,0,0,3,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,0,2060
1397,0,2,0,5,1,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,2060
1398,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
1399,0,0,0,4,2,1,0,7,6,0,1,2,0,0,0,0,1,1,0,0,2060
1400,3,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2060
1401,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,2060
1402,2,0,0,2,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,2060
1403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1404,0,0,0,3,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2060
1405,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1406,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2060
1407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2060
1408,0,0,0,2,1,1,0,0,0,1,0,3,0,2,1,1,2,1,0,0,2060
1409,0,0,0,0,0,0,0,3,3,1,2,0,0,0,0,2,3,0,0,0,2060
1410,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2060
1411,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2060
1412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
1413,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,5,2060
1414,0,0,0,2,0,3,6,1,3,1,1,0,2,0,0,0,0,2,0,0,2060
1415,1,0,1,4,0,1,0,0,1,0,1,0,9,0,0,0,0,1,0,0,2060
1416,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2060
1417,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
1418,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2060
1419,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1421,0,0,0,2,0,2,6,1,2,1,1,0,2,0,0,0,0,0,0,0,2060
1422,0,2,0,0,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,2060
1423,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,9,0,0,0,2060
1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1425,0,1,0,1,2,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2060
1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1427,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2060
1428,9,2,11,1,0,0,0,0,1,3,1,0,0,0,15,2,0,0,3,1,2060
1429,5,1,11,2,1,1,0,0,2,0,1,0,0,3,7,1,1,2,5,5,2060
1430,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1431,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2060
1432,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2060
1433,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
1434,9,2,12,1,0,0,0,0,1,3,1,0,0,0,15,2,0,0,3,1,2060
1435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
1436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
1437,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2060
1438,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,2060
1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1440,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,2060
1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
1443,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2060
1444,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2060
1445,5,1,28,2,1,1,0,0,9,0,1,0,0,21,20,9,7,2,6,12,2060
1446,1,0,0,0,1,1,2,4,0,0,0,0,3,0,0,1,0,2,0,0,2060
1447,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
1448,0,0,0,0,1,0,0,4,3,0,0,0,2,0,0,0,0,0,0,0,2060
1449,0,0,0,2,1,1,0,0,0,1,1,1,1,0,0,1,2,0,0,0,2060
1450,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2060
1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1453,0,0,0,1,0,2,0,0,0,0,1,0,5,1,1,0,0,2,0,0,2060
1454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
1455,0,0,0,0,1,0,4,1,2,0,0,0,0,0,0,0,0,0,1,0,2060
1456,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2060
1457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1458,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2060
1459,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
1460,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2060
1461,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2060
1462,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2060
1463,0,0,0,0,0,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,2060
1464,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1465,0,0,0,2,0,1,0,0,0,1,0,0,5,1,0,2,1,1,0,0,2060
1466,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2060
1467,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2060
1468,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,2060
1469,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,2060
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1472,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,1,1,0,0,2060
1473,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,2060
1474,0,1,0,1,0,0,7,2,0,0,1,0,0,0,0,6,1,0,0,0,2060
1475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1476,0,0,0,4,0,1,0,0,0,1,1,0,4,1,0,0,0,1,0,0,2060
1477,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2060
1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1480,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2060
1481,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,1,0,0,2060
1482,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2060
1483,1,3,0,3,0,1,3,4,1,0,2,1,0,0,0,0,2,1,0,0,2060
1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1485,0,0,0,8,0,0,2,3,3,0,0,0,3,1,1,0,1,0,0,0,2060
1486,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
1487,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1488,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1489,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2060
1490,0,1,0,1,2,0,0,0,0,2,0,5,0,0,1,3,0,1,0,0,2060
1491,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,5,2060
1492,0,0,0,1,0,0,1,6,0,0,1,0,1,0,0,0,2,0,0,0,2060
1493,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2060
1494,1,3,0,1,0,0,0,0,0,1,1,6,0,0,1,1,1,0,0,0,2060
1495,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
1496,0,0,0,2,1,1,0,0,0,0,1,0,14,0,0,1,0,1,0,0,2060
1497,0,0,0,3,1,2,0,0,0,1,1,0,0,0,0,1,0,2,0,0,2060
1498,0,2,0,1,1,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2060
1499,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2060
1500,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,2060
1501,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
1502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
1503,0,0,0,1,1,3,0,2,0,1,1,0,0,0,0,0,1,1,0,0,2060
1504,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2060
1505,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2060
1506,0,0,0,0,1,1,4,0,4,0,1,0,0,1,0,0,0,1,0,0,2060
1507,0,0,0,0,0,2,0,4,1,0,1,0,0,0,0,2,1,1,0,0,2060
1508,2,0,0,1,2,0,0,0,0,1,1,3,0,0,0,1,0,1,0,0,2060
1509,0,0,0,2,1,1,0,0,0,1,0,2,2,1,0,1,2,1,0,0,2060
1510,0,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2060
1511,0,1,0,3,1,0,0,0,0,1,1,4,0,1,0,0,0,1,0,0,2060
1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1513,3,0,8,0,2,0,0,0,0,0,0,0,0,0,7,6,2,0,3,4,2060
1514,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2060
1515,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2060
1516,1,0,0,3,1,0,0,3,4,1,1,0,0,0,0,0,1,0,0,0,2060
1517,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2060
1518,0,0,0,0,2,0,0,2,7,3,0,0,1,0,0,0,0,0,0,0,2060
1519,2,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,3,1,0,0,2060
1520,0,1,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,2060
1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1522,0,0,0,1,1,0,2,4,3,0,0,0,0,2,0,0,0,0,0,0,2060
1523,0,0,0,0,0,0,3,1,9,0,1,0,0,1,0,0,3,0,0,0,2060
1524,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2060
1525,0,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,2060
1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1527,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2060
1528,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,2060
1529,0,0,0,4,0,2,0,0,0,2,1,0,7,0,0,2,1,2,0,0,2060
1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1531,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1532,0,0,0,5,0,0,0,0,0,3,1,0,5,1,0,0,0,0,0,0,2060
1533,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,5,2060
1534,0,0,0,0,0,0,0,7,2,0,0,0,2,0,0,0,1,0,0,0,2060
1535,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2060
1536,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,2060
1537,0,1,0,1,0,0,5,2,0,0,1,0,0,0,0,2,1,0,0,0,2060
1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2060
1540,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2060
1541,0,0,0,1,0,0,0,13,4,0,0,0,0,3,0,0,0,0,0,0,2060
1542,0,2,0,0,0,1,0,0,0,1,1,4,0,0,0,0,0,1,0,0,2060
1543,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2060
1544,0,0,0,0,1,0,3,5,7,0,0,0,0,3,0,0,1,0,0,0,2060
1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1546,0,4,0,4,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,2060
1547,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2060
1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1549,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,2060
1550,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2060
1551,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
1552,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2060
1553,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,2,0,2,2060
1554,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,2060
1555,0,0,0,3,0,0,0,0,0,3,1,0,4,1,1,0,0,0,0,1,2060
1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1557,0,4,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2060
1558,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,2060
1559,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,2,0,1,0,0,2060
1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1561,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
1562,0,3,0,0,1,0,0,0,0,3,1,4,0,0,0,0,0,1,0,0,2060
1563,0,0,0,0,1,0,33,14,19,0,0,2,0,44,0,1,1,0,0,0,2060
1564,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1565,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2060
1567,2,1,9,3,0,1,0,0,1,2,1,0,0,1,4,0,1,1,6,1,2060
1568,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
1569,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,2060
1570,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2060
1571,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2060
1572,0,1,0,4,0,0,1,5,10,2,0,0,1,0,0,0,0,0,0,0,2060
1573,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,2060
1574,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1575,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2060
1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1577,0,0,0,1,0,1,0,0,0,1,0,2,0,0,2,0,0,1,0,0,2060
1578,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2060
1579,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,2060
1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2060
1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2060
1582,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
1583,0,0,0,2,1,1,0,0,0,1,0,4,2,3,0,1,4,1,0,0,2060
1584,0,1,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2060
1585,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,1,0,0,0,0,2060
1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1587,1,0,0,3,0,3,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2060
1588,0,1,0,1,1,0,0,0,0,5,0,3,0,0,0,0,0,1,0,0,2060
1589,0,1,0,5,1,0,2,6,2,1,0,0,4,0,0,0,0,0,0,0,2060
1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1591,0,0,0,3,0,1,0,0,0,0,1,0,6,2,0,0,1,2,0,0,2060
1592,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2060
1593,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,4,0,0,2060
1594,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
1595,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,2060
1596,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2060
1597,0,2,0,0,0,2,6,1,3,0,0,1,0,0,2,0,0,1,0,0,2060
1598,0,1,0,1,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,2060
1599,0,0,0,1,0,0,0,6,2,0,0,0,1,1,0,0,0,0,0,0,2060
1600,3,0,10,0,2,0,0,0,0,0,0,0,0,0,7,6,2,0,3,4,2060
1601,0,3,0,2,0,0,3,4,0,1,1,0,3,0,0,0,0,0,0,0,2060
1602,2,0,0,7,0,3,0,0,0,13,0,0,0,0,0,0,9,2,0,0,2060
1603,0,0,0,4,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,2060
1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1605,0,0,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,2060
1606,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2060
1607,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2060
1608,1,0,0,3,1,0,0,3,3,2,1,0,0,0,0,0,0,1,0,0,2060
1609,0,1,0,1,0,0,1,3,1,0,0,0,2,0,0,0,2,0,0,0,2060
1610,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
1611,0,1,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2060
1612,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2060
1613,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2060
1614,0,1,0,0,3,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2060
1615,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2060
1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1619,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,2060
1620,0,0,0,0,1,2,3,7,4,0,1,0,0,0,0,0,0,1,0,0,2060
1621,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0,0,0,1,0,0,2060
